name,ages,location,id,desc,detail_url,total_open,age_max_year,age_max_month,age_max_week,age_min_year,age_description,days_of_week,time_range_landing_page,date_range_start,date_range_end,date_range,number,time_range
After School Activity Club – Monday,At least 4 but less than 13,Manotick Cmty Centre,66515,"<div>Finish the school day with fun! Get active with games and sports and be creative with arts and crafts. Some quiet time for homework, too. Make new friends when you join our Club. Registration is for Mondays only. The City of Ottawa is a registered HIGH FIVE® organization. We commit to healthy child development and safety for children's recreation programs.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-monday/66515,25,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Mon,3:00 PM - 6:00 PM,2023-09-11,2024-06-24,11 September 2023 to 24 June 2024,71917,3:00 PM - 6:00 PM
After School Activity Club – Monday,At least 4 but less than 13,Greenboro Cmty Centre,66509,"Finish the school day with fun! Get active with games and sports and be creative with arts and crafts. Some quiet time for homework, too. Make new friends when you join our Club. Registration is for Mondays only. The City of Ottawa is a registered HIGH FIVE® organization. We commit to healthy child development and safety for children's recreation programs.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-monday/66509,30,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Mon,2:30 PM - 6:00 PM,2023-09-11,2024-06-24,11 September 2023 to 24 June 2024,71911,2:30 PM - 6:00 PM
After School Activity Club – Monday,At least 4 but less than 13,Bob MacQuarrie Rec Cplx - Orléans,66643,"Finish the school day with fun! Get active with games and sports and be creative with arts and crafts. Some quiet time for homework, too. Make new friends when you join our Club. Registration is for Mondays only. The City of Ottawa is a registered HIGH FIVE® organization. We commit to healthy child development and safety for children's recreation programs.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-monday/66643,30,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Mon,3:00 PM - 6:00 PM,2023-09-11,2024-06-24,11 September 2023 to 24 June 2024,72045,3:00 PM - 6:00 PM
After School Activity Club – Thursday,At least 4 but less than 13,Hunt Club-Riverside Park Cmty Centre,54756,"Finish the school day with fun! Get active with games and sports and be creative with arts and crafts. Some quiet time for homework, too. Make new friends when you join our Club. Registration is for Thursdays only. The City of Ottawa is a registered HIGH FIVE® organization. We commit to healthy child development and safety for children's recreation programs.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-thursday/54756,4,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Thu,2:30 PM - 5:30 PM,2023-09-07,2024-06-27,7 September 2023 to 27 June 2024,60158,2:30 PM - 5:30 PM
After School Activity Club – Thursday,At least 4 but less than 13,Bob MacQuarrie Rec Cplx - Orléans,66646,"<div>Finish the school day with fun! Get active with games and sports and be creative with arts and crafts. Some quiet time for homework, too. Make new friends when you join our Club. Registration is for Thursdays only. The City of Ottawa is a registered HIGH FIVE® organization. We commit to healthy child development and safety for children's recreation programs.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-thursday/66646,30,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Thu,3:00 PM - 6:00 PM,2023-09-07,2024-06-27,7 September 2023 to 27 June 2024,72048,3:00 PM - 6:00 PM
After School Activity Club – Thursday,At least 4 but less than 13,Greenboro Cmty Centre,66512,"Finish the school day with fun! Get active with games and sports and be creative with arts and crafts. Some quiet time for homework, too. Make new friends when you join our Club. Registration is for Thursdays only. The City of Ottawa is a registered HIGH FIVE® organization. We commit to healthy child development and safety for children's recreation programs.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-thursday/66512,30,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Thu,2:30 PM - 6:00 PM,2023-09-07,2024-06-27,7 September 2023 to 27 June 2024,71914,2:30 PM - 6:00 PM
After School Activity Club – Thursday,At least 4 but less than 13,Manotick Cmty Centre,66520,"<div>Finish the school day with fun! Get active with games and sports and be creative with arts and crafts. Some quiet time for homework, too. Make new friends when you join our Club. Registration is for Thursdays only. The City of Ottawa is a registered HIGH FIVE® organization. We commit to healthy child development and safety for children's recreation programs.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-thursday/66520,25,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Thu,3:00 PM - 6:00 PM,2023-09-07,2024-06-27,7 September 2023 to 27 June 2024,71922,3:00 PM - 6:00 PM
After School Activity Club – Thursday,At least 4 but less than 13,CardelRec Cplx (Goulbourn),66528,"Finish the school day with fun! Get active with games and sports and be creative with arts and crafts. Some quiet time for homework, too. Make new friends when you join our Club. Registration is for Thursdays only. The City of Ottawa is a registered HIGH FIVE® organization. We commit to healthy child development and safety for children's recreation programs.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-thursday/66528,20,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Thu,2:45 PM - 6:00 PM,2023-08-31,2024-06-20,31 August 2023 to 20 June 2024,71930,2:45 PM - 6:00 PM
After School Activity Club – Thursday,At least 4 but less than 13,Manotick Cmty Centre,66529,"<div>Finish the school day with fun! Get active with games and sports and be creative with arts and crafts. Some quiet time for homework, too. Make new friends when you join our Club. Registration is for Thursdays only. The City of Ottawa is a registered HIGH FIVE® organization. We commit to healthy child development and safety for children's recreation programs.</div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-thursday/66529,25,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Thu,4:00 PM - 6:00 PM,2023-09-07,2024-06-27,7 September 2023 to 27 June 2024,71931,4:00 PM - 6:00 PM
After School Activity Club – Thursday,At least 4 but less than 13,CardelRec Cplx (Goulbourn),66530,"Finish the school day with fun! Get active with games and sports and be creative with arts and crafts. Some quiet time for homework, too. Make new friends when you join our Club. Registration is for Thursdays only. The City of Ottawa is a registered HIGH FIVE® organization. We commit to healthy child development and safety for children's recreation programs.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-thursday/66530,20,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Thu,2:45 PM - 6:00 PM,2023-09-07,2024-06-27,7 September 2023 to 27 June 2024,71932,2:45 PM - 6:00 PM
After School Activity Club – Thursday,At least 4 but less than 13,South Fallingbrook Cmty Centre,66557,"<div><span style=""background-color: white;"">Finish the school day with fun! Get active  with games and sports and be creative with arts and crafts. Some quiet time for  homework, too. Make new friends when you join our Club. Registration is for  Thursdays only. The City of Ottawa is a registered HIGH FIVE® organization.</span> We commit to healthy child development and safety for children's recreation programs.</div><br>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-thursday/66557,24,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Thu,3:00 PM - 6:00 PM,2023-09-07,2024-06-27,7 September 2023 to 27 June 2024,71959,3:00 PM - 6:00 PM
After School Activity Club – Thursday,At least 4 but less than 13,Rideauview Cmty Centre,66538,"Finish the school day with fun! Get active with games and sports and be creative with arts and crafts. Some quiet time for homework, too. Make new friends when you join our Club. Registration is for Thursdays only. The City of Ottawa is a registered HIGH FIVE® organization. We commit to healthy child development and safety for children's recreation programs.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-thursday/66538,16,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Thu,2:30 PM - 6:00 PM,2023-09-07,2024-06-27,7 September 2023 to 27 June 2024,71940,2:30 PM - 6:00 PM
After School Activity Club – Thursday,At least 4 but less than 13,Walter Baker Sports Centre,66544,"Finish the school day with fun! Get active with games and sports and be creative with arts and crafts. Some quiet time for homework, too. Make new friends when you join our Club. Registration is for Thursdays only. The City of Ottawa is a registered HIGH FIVE® organization. We commit to healthy child development and safety for children's recreation programs.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-thursday/66544,30,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Thu,2:45 PM - 6:00 PM,2023-09-07,2024-06-27,7 September 2023 to 27 June 2024,71946,2:45 PM - 6:00 PM
After School Activity Club – Thursday,At least 4 but less than 13,Greenboro Cmty Centre,66591,"Finish the school day with fun! Get active with games and sports and be creative with arts and crafts. Some quiet time for homework, too. Make new friends when you join our Club. Registration is for Thursdays only. The City of Ottawa is a registered HIGH FIVE® organization. We commit to healthy child development and safety for children's recreation programs.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-thursday/66591,30,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Thu,2:30 PM - 6:00 PM,2023-09-07,2024-06-27,7 September 2023 to 27 June 2024,71993,2:30 PM - 6:00 PM
After School Activity Club – Thursday,At least 4 but less than 13,Greenboro Cmty Centre,66598,"Finish the school day with fun! Get active with games and sports and be creative with arts and crafts. Some quiet time for homework, too. Make new friends when you join our Club. Registration is for Thursdays only. The City of Ottawa is a registered HIGH FIVE® organization. We commit to healthy child development and safety for children's recreation programs.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-thursday/66598,30,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Thu,2:30 PM - 6:00 PM,2023-08-31,2024-06-20,31 August 2023 to 20 June 2024,72000,2:30 PM - 6:00 PM
After School Activity Club – Thursday,At least 4 but less than 13,Bob MacQuarrie Rec Cplx - Orléans,66605,"<div>Finish the school day with fun! Get active with games and sports and be creative with arts and crafts. Some quiet time for homework, too. Make new friends when you join our Club. Registration is for Thursdays only. The City of Ottawa is a registered HIGH FIVE® organization. We commit to healthy child development and safety for children's recreation programs.</div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-thursday/66605,30,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Thu,3:00 PM - 6:00 PM,2023-09-07,2024-06-27,7 September 2023 to 27 June 2024,72007,3:00 PM - 6:00 PM
After School Activity Club – Thursday,At least 4 but less than 13,Minto Rec Complex-Barrhaven,66614,"<span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">Finish
the school day with fun! Get active with games and sports and be creative with
arts and crafts. Some quiet time for homework, too. Make new friends when you
join our Club. Registration is for Thursdays only. The City of Ottawa is a
registered HIGH FIVE® organization. We commit to healthy child development and
safety for children's recreation programs.</span>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-thursday/66614,40,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Thu,4:00 PM - 6:00 PM,2023-09-07,2024-06-27,7 September 2023 to 27 June 2024,72016,4:00 PM - 6:00 PM
After School Activity Club – Thursday,At least 4 but less than 13,Rideauview Cmty Centre,66633,"Finish the school day with fun! Get active with games and sports and be creative with arts and crafts. Some quiet time for homework, too. Make new friends when you join our Club. Registration is for Thursdays only. The City of Ottawa is a registered HIGH FIVE® organization. We commit to healthy child development and safety for children's recreation programs.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/after-school-activity-club-thursday/66633,16,13,0,0,4,"Age at least 4 yrs but less than 13 yrs,",Thu,2:30 PM - 6:00 PM,2023-09-07,2024-06-27,7 September 2023 to 27 June 2024,72035,2:30 PM - 6:00 PM
